,Color Name,Color Number,R,G,B,Lab L,Lab A,Lab B,Collection Name,Accent 1,Accent 2,Trim 1,Trim 2,Shade 1,Shade 2,Shade 3,Shade 4,Shade 5,Shade 6,Color Description
1164,SLIPPERY STONE,PPG1080-7,141,106,74,47.5800098909,9.71572433205,23.3423065769,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1080-1,PPG1080-2,PPG1080-3,PPG1080-4,PPG1080-5,PPG1080-6,A great accent or feature wall in a caramel colored room.  This also makes an excellent exterior body color paired with light off-white trim. 
1165,ELEGANT IVORY,PPG1081-1,241,230,214,91.7521553694,1.07020412618,9.11519388888,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-2,PPG1081-3,PPG1081-4,PPG1081-5,PPG1081-6,PPG1081-7,"Delicate and sunny, this off-white has nuances of orange in its balanced beige.  Use as an overall room color, pair with white or deeper copper tones. "
1166,BEACHY KEEN,PPG1081-2,230,208,182,84.6448967862,3.5880307914999996,15.697932485599999,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-3,PPG1081-4,PPG1081-5,PPG1081-6,PPG1081-7,"Fresh tan is a sunny addition to a kitchen or dining space.  A great overall open concept color, add accents of copper, and pair with dusty sage green or warmer oranges. "
1166,BEACHY KEEN,PPG1081-2,230,208,182,84.6448967862,3.5880307914999996,15.697932485599999,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-3,PPG1081-4,PPG1081-5,PPG1081-6,PPG1081-7,This soft neutral is a warming solution for all interior walls.  Pair with warm toned woods and white trim for refreshment.
1167,MY LOVE,PPG1081-3,225,198,168,81.4146499316,4.96791076929,18.537249609,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-2,PPG1081-4,PPG1081-5,PPG1081-6,PPG1081-7,"Mid-toned neutral beige, this color has an orange component which makes it a great choice for an overall color in a game room or even a bedroom. "
1167,MY LOVE,PPG1081-3,225,198,168,81.4146499316,4.96791076929,18.537249609,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-2,PPG1081-4,PPG1081-5,PPG1081-6,PPG1081-7,"For a beautful neutral, this hue is fabulous for the kitchen.  Pair with white for a transitional look with the cabinetry selections."
1168,CINNAMON FROST,PPG1081-4,211,177,145,74.4060206117,7.65028764786,20.9735736889,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-2,PPG1081-3,PPG1081-5,PPG1081-6,PPG1081-7,"This warm tan adds to a Mediterranean feel, apply to all walls and ceiling and add accents of carved bronze and jewel tones."
1169,FIRE DUST,PPG1081-5,185,141,104,61.9678123671,11.8805246234,26.166100310999997,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-2,PPG1081-3,PPG1081-4,PPG1081-6,PPG1081-7,"Mid-toned brown, bring a bit of sunshine to a space with the orange component of this color.  Works well with honey-toned woods and limestone. "
1170,CINNAMON TWIST,PPG1081-6,159,114,80,51.8212232053,13.5584169316,25.8032683589,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-2,PPG1081-3,PPG1081-4,PPG1081-5,PPG1081-7,This deep and rich caramel is a wonderful color for a romantic bedroom accent wall or a powder room.  Add accents of gold and trim with deep toned wood. 
1171,COPPER POT,PPG1081-7,147,102,71,47.185928331999996,14.3607930189,24.700417493899998,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-2,PPG1081-3,PPG1081-4,PPG1081-5,PPG1081-6,A great color for a kitchen or accent wall for a game room.  Use this color with lighter tans and incorporate cooling blues for a bit of respite. 
1171,COPPER POT,PPG1081-7,147,102,71,47.185928331999996,14.3607930189,24.700417493899998,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1081-1,PPG1081-2,PPG1081-3,PPG1081-4,PPG1081-5,PPG1081-6,Want an Italian inspired kitchen?  This natural earthtone works nicely beside copper metal accents in the backsplash area.
1172,HONEYSUCKLE,PPG1082-1,238,226,213,90.4937461237,1.91098187324,7.801098665910001,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-2,PPG1082-3,PPG1082-4,PPG1082-5,PPG1082-6,PPG1082-7,"Light and neutral beige, this color works well in southern styles and opens a room.  Use as an overall neutral to give just a hint of color and warmth.  "
1173,SHORELAND,PPG1082-2,234,217,203,87.6938709418,3.5477954535300005,8.99124531675,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-3,PPG1082-4,PPG1082-5,PPG1082-6,PPG1082-7,"A tropical favorite, this color works well on stucco or Mediterranean inspired exteriors.  Use with white or terracotta trim.  "
1174,ICE CREAM CONE,PPG1082-3,227,208,191,84.58933104100001,3.84048789565,10.819971903299999,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-4,PPG1082-5,PPG1082-6,PPG1082-7,"This light, neutral beige is filled with the happiness of orange.  Perfect for a light and neutral alternative to Millennial Pink. "
1175,WEATHERED SANDSTONE,PPG1082-4,223,192,166,79.6944491125,7.09741721663,17.180418643,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-3,PPG1082-5,PPG1082-6,PPG1082-7,"Earthen and warm, this is a perfect neutral peach for an updated dining room.  Use with off-white trim or honeyed oak, light woods. "
1175,WEATHERED SANDSTONE,PPG1082-4,223,192,166,79.6944491125,7.09741721663,17.180418643,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-3,PPG1082-5,PPG1082-6,PPG1082-7,A calming tan that creates a comforting environment.  Lighter trim colors will pop this color in your friendly space.
1176,DOESKIN,PPG1082-5,200,155,117,67.2830362927,11.7767853346,26.3553423175,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-3,PPG1082-4,PPG1082-6,PPG1082-7,"A soft version of caramel, this color will bring warmth and snuggles to any bedroom.  Consider a deeper toned accent wall and companioned tan ceiling. "
1176,DOESKIN,PPG1082-5,200,155,117,67.2830362927,11.7767853346,26.3553423175,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-3,PPG1082-4,PPG1082-6,PPG1082-7,This food inspired hue creates a beautiful kitchen.  Coordinate off-white cabinetry and accents of butterscoth glaze.
1177,COWBOY HAT,PPG1082-6,178,125,80,56.7946222679,15.4893179121,32.5591941709,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-3,PPG1082-4,PPG1082-5,PPG1082-7,"Copper and caramel, this is a great color for a bedroom or accent wall in any living space.  Pairs well with oak and honeyed woods. "
1177,COWBOY HAT,PPG1082-6,178,125,80,56.7946222679,15.4893179121,32.5591941709,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-3,PPG1082-4,PPG1082-5,PPG1082-7,"An appetizing fall color, this rust is an excellent selection for a dining room.  Contrast deep dark wood accents and golden colors to harmonize this space."
1178,GINGER,PPG1082-7,151,101,60,47.254054133000004,15.713914470599999,31.1180207965,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1082-1,PPG1082-2,PPG1082-3,PPG1082-4,PPG1082-5,PPG1082-6,An excellent accent wall or overall color in a man-cave or game room.  Consider this as a ceiling in a dining room for a stunning surprise. 
1179,SUGAR SOAP,PPG1084-1,239,232,220,92.23468253440001,0.324094746619,6.6614637633500005,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-2,PPG1084-3,PPG1084-4,PPG1084-5,PPG1084-6,PPG1084-7,"Sweet off-white with an undertone of yellow, this neutral is a perfect selection for an overall color or an accent for warm tones.  "
1180,ONION POWDER,PPG1084-2,236,226,212,90.3122249479,1.0483979110600001,8.042796699930001,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-3,PPG1084-4,PPG1084-5,PPG1084-6,PPG1084-7,"Lightly beige with a bit of yellow, this is a great trim color for deeper tans or an excellent trim color for warm wall colors. "
1180,ONION POWDER,PPG1084-2,236,226,212,90.3122249479,1.0483979110600001,8.042796699930001,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-3,PPG1084-4,PPG1084-5,PPG1084-6,PPG1084-7,"A lighter and soothing kitchen, apply this delicate neutral into this area.  Shades of grey and marble countertops exude an exquisite taste."
1181,SOURDOUGH,PPG1084-3,221,207,188,83.77241183539999,1.72235316117,11.1806370287,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-4,PPG1084-5,PPG1084-6,PPG1084-7,"A beautiful and neutral beige, add a bit of sunny warmth to any room with this choice.  Makes a lovely all over neutral room color, consider using this on the ceiling as well for a professionally decorated look. "
1181,SOURDOUGH,PPG1084-3,221,207,188,83.77241183539999,1.72235316117,11.1806370287,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-4,PPG1084-5,PPG1084-6,PPG1084-7,"This muted light neutral creates an divine appeal in a kitchen.  Acting as a backdrop, darker cabinetry like black is a wonderful contrast to the kitchen."
1182,HAPPY TRAILS,PPG1084-4,205,182,155,75.3283396273,4.018574915059999,16.7632919062,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-5,PPG1084-6,PPG1084-7,"One of our most popular, this is a great all-over wall color for an open concept.  Brings warmth and serenity to any space.  Works well with honeyed or deep-toned woods.  "
1182,HAPPY TRAILS,PPG1084-4,205,182,155,75.3283396273,4.018574915059999,16.7632919062,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-5,PPG1084-6,PPG1084-7,This elegant tan is a soothing selection for all interior walls.  Pair with darker accents of black and charcoals.
1182,HAPPY TRAILS,PPG1084-4,205,182,155,75.3283396273,4.018574915059999,16.7632919062,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-5,PPG1084-6,PPG1084-7,This rich neutral beige is perfect for a living space.  A great backdrop for rich and sophisticated floor treatments.
1183,COFFEE KISS,PPG1084-5,177,149,118,63.467445416400004,5.84130187697,20.2776374441,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-4,PPG1084-6,PPG1084-7,"A beautiful neutral, this warm tan works well in a living space or a bedroom for a chic monochromatic look.  Pair with burgundies or navies, or even a dusty teal. "
1183,COFFEE KISS,PPG1084-5,177,149,118,63.467445416400004,5.84130187697,20.2776374441,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-4,PPG1084-6,PPG1084-7,"A golden midtoned tan creates a luxurious atmosphere for a living room.  This color pairs nicely with copper, rusts and sage greens."
1183,COFFEE KISS,PPG1084-5,177,149,118,63.467445416400004,5.84130187697,20.2776374441,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-4,PPG1084-6,PPG1084-7,A classic muted gold is perfect for a beach theme.  Coordinates well with light and airy turquoise tones.
1184,COCOA PECAN,PPG1084-6,150,123,93,53.4287798711,6.03216317679,20.3362120024,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-4,PPG1084-5,PPG1084-7,"Excellent exterior body color.   Pair with deeper brown, forest green or black trim.  Makes an excellent accent wall in a study or overall man-cave color. "
1185,MAPLE SYRUP,PPG1084-7,117,88,61,39.746372178200005,8.213208827010002,20.2516349053,Orange Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1084-1,PPG1084-2,PPG1084-3,PPG1084-4,PPG1084-5,PPG1084-6,Luscious color as an accent wall in a living room or in a bedroom.  Consider this for a dining room ceiling to bring warmth and sultry elegance to get-togethers. 
